Store,Dept,Date,Weekly_Sales,IsHoliday,Demand,Forecast_Demand
3.0,49.0,2012-10-05,14.85,False,14.85,65.3580250213631
3.0,49.0,2012-10-12,8.91,False,8.91,9.572680223745612
3.0,49.0,2012-10-19,8.91,False,8.91,47.601728529611634
3.0,49.0,2012-10-26,11.88,False,11.88,29.060351059969356
3.0,52.0,2012-08-17,1067.7,False,1067.7,1132.4141253407884
3.0,52.0,2012-08-24,1005.39,False,1005.39,1302.3880089615177
3.0,52.0,2012-08-31,1069.44,False,1069.44,999.6743050573556
3.0,52.0,2012-09-07,1003.66,True,1003.66,1003.309979765341
3.0,52.0,2012-09-14,1388.89,False,1388.89,1498.657330937981
3.0,52.0,2012-09-21,1033.05,False,1033.05,1244.9280223208225
3.0,52.0,2012-09-28,876.09,False,876.09,1018.6801868209128
3.0,52.0,2012-10-05,1146.9,False,1146.9,1219.0369010387922
3.0,52.0,2012-10-12,1194.33,False,1194.33,963.58588700714
3.0,52.0,2012-10-19,1257.25,False,1257.25,1143.4420779691131
3.0,52.0,2012-10-26,1245.77,False,1245.77,1101.8116943923014
3.0,54.0,2012-08-17,28.92,False,28.92,64.41166396263601
3.0,54.0,2012-08-24,20.88,False,20.88,117.8689062519065
3.0,54.0,2012-09-07,30.92,True,30.92,8.112461465989822
3.0,54.0,2012-09-14,15.0,False,15.0,159.77410034525062
3.0,54.0,2012-09-21,5.88,False,5.88,96.14328440178495
3.0,54.0,2012-09-28,5.88,False,5.88,13.904289125855549
3.0,54.0,2012-10-05,84.92,False,84.92,30.68530424920284
3.0,54.0,2012-10-12,76.84,False,76.84,2.953974859709668
3.0,54.0,2012-10-19,5.88,False,5.88,2.670010179890673
3.0,54.0,2012-10-26,23.92,False,23.92,7.777245956070782
3.0,55.0,2012-08-17,6416.22,False,6416.22,6899.561934518191
3.0,55.0,2012-08-24,7104.72,False,7104.72,6125.120996706659
3.0,55.0,2012-08-31,9007.12,False,9007.12,7636.285285531085
3.0,55.0,2012-09-07,7601.44,True,7601.44,8005.348164718531
3.0,55.0,2012-09-14,7134.24,False,7134.24,7819.329759922703
3.0,55.0,2012-09-21,8100.57,False,8100.57,7823.964510298735
3.0,55.0,2012-09-28,5384.96,False,5384.96,7000.294634408521
3.0,55.0,2012-10-05,9266.28,False,9266.28,6310.751783088769
3.0,55.0,2012-10-12,6897.32,False,6897.32,7604.066242532846
3.0,55.0,2012-10-19,6086.5,False,6086.5,7441.411748635989
3.0,55.0,2012-10-26,6525.8,False,6525.8,6621.5668530550565
3.0,56.0,2012-08-17,1073.99,False,1073.99,604.5780221867406
3.0,56.0,2012-08-24,579.47,False,579.47,602.1460708642165
3.0,56.0,2012-08-31,376.03,False,376.03,544.7870691481775
3.0,56.0,2012-09-07,315.94,True,315.94,736.146987129361
3.0,56.0,2012-09-14,955.77,False,955.77,743.2356318488
3.0,56.0,2012-09-21,1287.42,False,1287.42,690.2145247535686
3.0,56.0,2012-09-28,709.36,False,709.36,1090.406997985989
3.0,56.0,2012-10-05,700.19,False,700.19,801.4485901962246
3.0,56.0,2012-10-12,328.75,False,328.75,491.5088258477437
3.0,56.0,2012-10-19,547.24,False,547.24,299.7064279964825
3.0,56.0,2012-10-26,312.62,False,312.62,229.0596650748951
3.0,59.0,2012-08-24,0.0,False,0.0,27.56644163894317
3.0,59.0,2012-08-31,6.72,False,6.72,12.68003941200727
3.0,59.0,2012-09-07,5.24,True,5.24,26.96371505214829
3.0,59.0,2012-09-28,3.52,False,3.52,110.8788904111849
3.0,59.0,2012-10-05,0.0,False,0.0,25.993792964333228
3.0,59.0,2012-10-12,7.98,False,7.98,0.0
3.0,59.0,2012-10-19,0.0,False,0.0,0.0
3.0,59.0,2012-10-26,20.0,False,20.0,0.0
3.0,60.0,2012-08-17,108.0,False,108.0,170.31577903524385
3.0,60.0,2012-08-24,144.0,False,144.0,134.0972445402317
3.0,60.0,2012-08-31,144.0,False,144.0,177.67701630434408
3.0,60.0,2012-09-07,153.0,True,153.0,145.28696802129386
3.0,60.0,2012-09-14,126.0,False,126.0,294.71161461011064
3.0,60.0,2012-09-21,162.0,False,162.0,121.28642647290768
3.0,60.0,2012-09-28,216.0,False,216.0,123.07668691035023
3.0,60.0,2012-10-05,153.0,False,153.0,277.9897392628598
3.0,60.0,2012-10-12,117.0,False,117.0,66.15099473988676
3.0,60.0,2012-10-19,90.0,False,90.0,135.8508194754399
3.0,60.0,2012-10-26,126.0,False,126.0,81.77750374030181
3.0,67.0,2012-08-17,1489.98,False,1489.98,1531.3190827207168
3.0,67.0,2012-08-24,1267.89,False,1267.89,1222.9311722779903
3.0,67.0,2012-08-31,1482.55,False,1482.55,1589.630984674487
3.0,67.0,2012-09-07,1220.47,True,1220.47,1587.220271320209
3.0,67.0,2012-09-14,1440.97,False,1440.97,1731.5515155234311
3.0,67.0,2012-09-21,1555.67,False,1555.67,1844.6282633379828
3.0,67.0,2012-09-28,1530.78,False,1530.78,1856.3121144634972
3.0,67.0,2012-10-05,1970.55,False,1970.55,1793.010150520548
3.0,67.0,2012-10-12,2314.85,False,2314.85,1845.5490665615876
3.0,67.0,2012-10-19,2554.46,False,2554.46,2116.405109474545
3.0,67.0,2012-10-26,2053.75,False,2053.75,2302.614234465429
3.0,71.0,2012-08-17,1530.64,False,1530.64,1369.3133656637049
3.0,71.0,2012-08-24,1293.94,False,1293.94,1047.4643601864257
3.0,71.0,2012-08-31,1775.56,False,1775.56,1356.83825595214
3.0,71.0,2012-09-07,1585.76,True,1585.76,1543.9204477713502
3.0,71.0,2012-09-14,1607.49,False,1607.49,1324.6690402660458
3.0,71.0,2012-09-21,1597.75,False,1597.75,1115.1957815546125
3.0,71.0,2012-09-28,1548.26,False,1548.26,1084.4343514595444
3.0,71.0,2012-10-05,1034.3,False,1034.3,1433.6338576839728
3.0,71.0,2012-10-12,833.56,False,833.56,1072.6124551704363
3.0,71.0,2012-10-19,728.34,False,728.34,1009.194545268354
3.0,71.0,2012-10-26,1107.68,False,1107.68,787.3881866124981
3.0,72.0,2012-08-17,23506.55,False,23506.55,25628.65367648042
3.0,72.0,2012-08-24,24312.47,False,24312.47,23156.556885232443
3.0,72.0,2012-08-31,26944.26,False,26944.26,23371.11256655352
3.0,72.0,2012-09-07,30756.75,True,30756.75,27464.81802930867
3.0,72.0,2012-09-14,31583.59,False,31583.59,25753.426728845792
3.0,72.0,2012-09-21,27064.98,False,27064.98,25831.98867502578
3.0,72.0,2012-09-28,26963.94,False,26963.94,24892.670251799125
3.0,72.0,2012-10-05,32141.08,False,32141.08,27786.50682320496
3.0,72.0,2012-10-12,23977.06,False,23977.06,28942.150121783627
3.0,72.0,2012-10-19,30939.46,False,30939.46,29986.6608946404
3.0,72.0,2012-10-26,23994.26,False,23994.26,29204.827599368567
3.0,74.0,2012-08-17,3664.67,False,3664.67,3538.809830907336
3.0,74.0,2012-08-24,3750.19,False,3750.19,3863.005692058229
3.0,74.0,2012-08-31,4058.58,False,4058.58,3719.195407904245
3.0,74.0,2012-09-07,3055.25,True,3055.25,3774.817207575094
3.0,74.0,2012-09-14,3137.05,False,3137.05,3263.148032087806
3.0,74.0,2012-09-21,3738.59,False,3738.59,3511.868178217645
3.0,74.0,2012-09-28,3601.26,False,3601.26,3008.068545584108
3.0,74.0,2012-10-05,3970.89,False,3970.89,3567.433687947014
3.0,74.0,2012-10-12,3871.58,False,3871.58,3551.964062838706
3.0,74.0,2012-10-19,3816.39,False,3816.39,3594.676994273383
3.0,74.0,2012-10-26,3370.19,False,3370.19,2847.648581133237
3.0,79.0,2012-08-17,7222.35,False,7222.35,7327.861836414419
3.0,79.0,2012-08-24,7772.23,False,7772.23,7355.909158530869
3.0,79.0,2012-08-31,6565.88,False,6565.88,7934.83324709824
3.0,79.0,2012-09-07,6906.47,True,6906.47,7125.220304026901
3.0,79.0,2012-09-14,7568.29,False,7568.29,7414.506607096602
3.0,79.0,2012-09-21,7533.45,False,7533.45,7357.078385159575
3.0,79.0,2012-09-28,6641.11,False,6641.11,7482.312276504315
3.0,79.0,2012-10-05,6950.36,False,6950.36,7687.948316003256
3.0,79.0,2012-10-12,6657.66,False,6657.66,6641.715787190201
3.0,79.0,2012-10-19,8231.44,False,8231.44,7013.827536545608
3.0,79.0,2012-10-26,7512.73,False,7512.73,7200.590684728337
3.0,80.0,2012-10-12,0.97,False,0.97,50.05967374646048
3.0,81.0,2012-08-17,1847.57,False,1847.57,1716.1971583651853
3.0,81.0,2012-08-24,1811.4,False,1811.4,1836.31699296048
3.0,81.0,2012-08-31,1877.33,False,1877.33,1771.79217165582
3.0,81.0,2012-09-07,2014.69,True,2014.69,1744.3420147212432
3.0,81.0,2012-09-14,1950.13,False,1950.13,2097.743796333087
3.0,81.0,2012-09-21,2126.32,False,2126.32,1935.6173024006223
3.0,81.0,2012-09-28,2031.14,False,2031.14,1904.536900036131
3.0,81.0,2012-10-05,2132.98,False,2132.98,2047.409587331416
3.0,81.0,2012-10-12,1955.01,False,1955.01,1859.9986037679228
3.0,81.0,2012-10-19,1786.9,False,1786.9,1851.1240209923196
3.0,81.0,2012-10-26,1863.23,False,1863.23,1635.8118313166544
3.0,82.0,2012-08-17,7958.22,False,7958.22,7437.014219987167
3.0,82.0,2012-08-24,7940.81,False,7940.81,7105.756238051452
3.0,82.0,2012-08-31,7998.3,False,7998.3,7429.813111225392
3.0,82.0,2012-09-07,9006.11,True,9006.11,7940.461012983398
3.0,82.0,2012-09-14,8386.63,False,8386.63,8390.628260768308
3.0,82.0,2012-09-21,8451.0,False,8451.0,7897.018898073178
3.0,82.0,2012-09-28,7067.12,False,7067.12,7471.218124541687
3.0,82.0,2012-10-05,7190.2,False,7190.2,8093.217023141296
3.0,82.0,2012-10-12,7085.05,False,7085.05,7624.891273198444
3.0,82.0,2012-10-19,8276.6,False,8276.6,7677.824267160808
3.0,82.0,2012-10-26,8566.11,False,8566.11,7521.118992920768
3.0,85.0,2012-08-17,495.81,False,495.81,761.0231302008915
3.0,85.0,2012-08-24,956.29,False,956.29,635.9509287983368
3.0,85.0,2012-08-31,198.7,False,198.7,740.0403653786043
3.0,85.0,2012-09-07,314.4,True,314.4,609.1887389961655
3.0,85.0,2012-09-14,451.4,False,451.4,907.560574692802
3.0,85.0,2012-09-21,425.36,False,425.36,757.6757340678575
3.0,85.0,2012-09-28,538.25,False,538.25,448.5369946529627
3.0,85.0,2012-10-05,571.25,False,571.25,388.6556997241445
3.0,85.0,2012-10-12,502.72,False,502.72,191.91029460561776
3.0,85.0,2012-10-19,481.05,False,481.05,708.633751757864
3.0,85.0,2012-10-26,345.44,False,345.44,683.677014775475
3.0,87.0,2012-08-17,990.92,False,990.92,787.3962019601797
3.0,87.0,2012-08-24,944.45,False,944.45,879.642498862343
3.0,87.0,2012-08-31,1188.64,False,1188.64,673.5813369224556
3.0,87.0,2012-09-07,1777.8,True,1777.8,922.0398996726208
3.0,87.0,2012-09-14,1309.16,False,1309.16,1298.952510168092
3.0,87.0,2012-09-21,1705.94,False,1705.94,864.8893743310358
3.0,87.0,2012-09-28,1698.7,False,1698.7,1253.3403055881424
3.0,87.0,2012-10-05,1409.39,False,1409.39,1167.8130173575028
3.0,87.0,2012-10-12,1903.0,False,1903.0,1549.2343105476205
3.0,87.0,2012-10-19,1893.8,False,1893.8,1597.458167624828
3.0,87.0,2012-10-26,900.85,False,900.85,1379.4243838660543
3.0,90.0,2012-08-17,1806.33,False,1806.33,1877.27474105408
3.0,90.0,2012-08-24,1874.65,False,1874.65,1943.579292152773
3.0,90.0,2012-08-31,1745.6,False,1745.6,1890.178366685624
3.0,90.0,2012-09-07,1735.67,True,1735.67,1776.0245700702567
3.0,90.0,2012-09-14,1702.62,False,1702.62,2091.9044395722194
3.0,90.0,2012-09-21,1773.01,False,1773.01,1904.043287133015
3.0,90.0,2012-09-28,1708.58,False,1708.58,1845.1737818268616
3.0,90.0,2012-10-05,1777.34,False,1777.34,2030.3488464816344
3.0,90.0,2012-10-12,1665.17,False,1665.17,1715.4307894203566
3.0,90.0,2012-10-19,1702.9,False,1702.9,1938.2695132750052
3.0,90.0,2012-10-26,1868.32,False,1868.32,1774.183438829561
3.0,91.0,2012-08-17,591.64,False,591.64,605.3390470120853
3.0,91.0,2012-08-24,548.38,False,548.38,592.0505921919191
3.0,91.0,2012-08-31,488.04,False,488.04,578.5864746431243
3.0,91.0,2012-09-07,462.0,True,462.0,471.3543655576615
3.0,91.0,2012-09-14,420.56,False,420.56,654.3791934413167
3.0,91.0,2012-09-21,426.3,False,426.3,608.9275906444066
3.0,91.0,2012-09-28,447.3,False,447.3,514.1021635828974
3.0,91.0,2012-10-05,358.54,False,358.54,480.4214308751072
3.0,91.0,2012-10-12,332.64,False,332.64,380.7168611182937
3.0,91.0,2012-10-19,392.84,False,392.84,395.6851949173846
3.0,91.0,2012-10-26,376.04,False,376.04,387.1616003817306
3.0,92.0,2012-08-17,9269.25,False,9269.25,8941.22452791121
3.0,92.0,2012-08-24,8670.38,False,8670.38,9079.672383921396
3.0,92.0,2012-08-31,8825.99,False,8825.99,9084.07130406181
3.0,92.0,2012-09-07,8538.31,True,8538.31,8643.377936394245
3.0,92.0,2012-09-14,9071.16,False,9071.16,9354.272638750812
3.0,92.0,2012-09-21,9527.3,False,9527.3,9140.962507699922
3.0,92.0,2012-09-28,9954.72,False,9954.72,9281.26945513705
3.0,92.0,2012-10-05,10777.24,False,10777.24,10824.39064182745
3.0,92.0,2012-10-12,9517.14,False,9517.14,10015.137841893737
3.0,92.0,2012-10-19,10108.11,False,10108.11,9930.2264632033
3.0,92.0,2012-10-26,9835.2,False,9835.2,9509.451836534492
3.0,94.0,2012-09-07,19.92,True,19.92,574.9161365747157
3.0,94.0,2012-09-21,9.96,False,9.96,842.1090907458472
3.0,94.0,2012-09-28,64.74,False,64.74,322.02188352872287
3.0,94.0,2012-10-05,124.12,False,124.12,302.629784777416
3.0,94.0,2012-10-12,77.6,False,77.6,289.6437526275374
3.0,94.0,2012-10-19,15.52,False,15.52,891.8140340966365
3.0,94.0,2012-10-26,313.78,False,313.78,1305.8504584780198
3.0,95.0,2012-08-17,20599.74,False,20599.74,20181.050792260783
3.0,95.0,2012-08-24,19689.66,False,19689.66,19774.3688053394
3.0,95.0,2012-08-31,20112.02,False,20112.02,20452.378032311983
3.0,95.0,2012-09-07,20833.08,True,20833.08,19583.840741671927
3.0,95.0,2012-09-14,19248.71,False,19248.71,20088.917205778125
3.0,95.0,2012-09-21,17863.24,False,17863.24,19038.800524863447
3.0,95.0,2012-09-28,17969.39,False,17969.39,18533.49691758589
3.0,95.0,2012-10-05,18115.89,False,18115.89,19156.121392850284
3.0,95.0,2012-10-12,16847.92,False,16847.92,17156.685258661513
3.0,95.0,2012-10-19,16784.09,False,16784.09,17449.223345024995
3.0,95.0,2012-10-26,17210.73,False,17210.73,16719.40638793508
3.0,96.0,2012-08-17,4002.79,False,4002.79,3537.8543635463866
3.0,96.0,2012-08-24,3702.02,False,3702.02,3486.6222171122126
3.0,96.0,2012-08-31,4371.73,False,4371.73,3852.753630985661
3.0,96.0,2012-09-07,3862.01,True,3862.01,3596.230982910255
3.0,96.0,2012-09-14,4171.32,False,4171.32,4131.918256125477
3.0,96.0,2012-09-21,4609.84,False,4609.84,4193.2935704767015
3.0,96.0,2012-09-28,4599.94,False,4599.94,3899.982391857199
3.0,96.0,2012-10-05,4666.76,False,4666.76,4542.681547355456
3.0,96.0,2012-10-12,4385.3,False,4385.3,3946.969983661867
3.0,96.0,2012-10-19,4557.65,False,4557.65,3961.1215643852775
3.0,96.0,2012-10-26,4654.4,False,4654.4,4294.407694333965
3.0,97.0,2012-08-17,591.66,False,591.66,517.6480038127099
3.0,97.0,2012-08-24,571.12,False,571.12,498.4840286730862
3.0,97.0,2012-08-31,545.21,False,545.21,530.9526925081208
3.0,97.0,2012-09-07,426.02,True,426.02,394.687325940071
3.0,97.0,2012-09-14,441.32,False,441.32,616.1270798065085
3.0,97.0,2012-09-21,530.55,False,530.55,520.7797536146273
3.0,97.0,2012-09-28,593.1,False,593.1,465.7636867010604
3.0,97.0,2012-10-05,592.52,False,592.52,574.5895539098927
3.0,97.0,2012-10-12,611.03,False,611.03,440.1045067918749
3.0,97.0,2012-10-19,458.89,False,458.89,546.8096707986326
3.0,97.0,2012-10-26,578.26,False,578.26,401.579401609098
4.0,1.0,2012-08-17,27670.98,False,27670.98,30196.28147202188
4.0,1.0,2012-08-24,29877.12,False,29877.12,27500.193705086524
4.0,1.0,2012-08-31,29547.48,False,29547.48,30913.98365400813
4.0,1.0,2012-09-07,33724.46,True,33724.46,35472.3671701619
4.0,1.0,2012-09-14,37140.15,False,37140.15,36784.00077455484
4.0,1.0,2012-09-21,38189.91,False,38189.91,37849.33461730018
4.0,1.0,2012-09-28,36574.4,False,36574.4,37132.40223977336
4.0,1.0,2012-10-05,41292.92,False,41292.92,44234.76981007792
4.0,1.0,2012-10-12,44080.53,False,44080.53,46700.73394895071
4.0,1.0,2012-10-19,49604.49,False,49604.49,51655.35691526107
4.0,1.0,2012-10-26,57046.29,False,57046.29,61809.61451924087
4.0,2.0,2012-08-17,112674.99,False,112674.99,105917.71991392056
4.0,2.0,2012-08-24,101654.79,False,101654.79,102349.151860802
4.0,2.0,2012-08-31,101495.5,False,101495.5,103340.66521973062
4.0,2.0,2012-09-07,100312.06,True,100312.06,101139.97231577388
4.0,2.0,2012-09-14,96606.57,False,96606.57,97847.0808459225
4.0,2.0,2012-09-21,95291.41,False,95291.41,99915.71466164888
4.0,2.0,2012-09-28,94947.88,False,94947.88,95826.30240143435
4.0,2.0,2012-10-05,101963.71,False,101963.71,106492.19372932418
4.0,2.0,2012-10-12,91054.12,False,91054.12,95998.77738891575
4.0,2.0,2012-10-19,94432.15,False,94432.15,98022.7311891836
4.0,2.0,2012-10-26,93534.21,False,93534.21,91005.06248107884
4.0,3.0,2012-08-17,103193.89,False,103193.89,84579.87760668958
4.0,3.0,2012-08-24,52365.07,False,52365.07,49874.95032280706
4.0,3.0,2012-08-31,27826.14,False,27826.14,29322.453087255955
4.0,3.0,2012-09-07,18714.18,True,18714.18,22707.948123613107
4.0,3.0,2012-09-14,15791.25,False,15791.25,15214.176065270192
4.0,3.0,2012-09-21,13301.79,False,13301.79,14601.74774883808
4.0,3.0,2012-09-28,11600.42,False,11600.42,12691.14153697444
4.0,3.0,2012-10-05,12733.27,False,12733.27,13097.20675096601
4.0,3.0,2012-10-12,12822.48,False,12822.48,11666.7594319972
4.0,3.0,2012-10-19,13028.48,False,13028.48,13105.07796286618
4.0,3.0,2012-10-26,12439.1,False,12439.1,12123.153715984276
4.0,4.0,2012-08-17,64240.7,False,64240.7,63295.9720888468
4.0,4.0,2012-08-24,57761.17,False,57761.17,59469.93339715297
4.0,4.0,2012-08-31,58424.08,False,58424.08,59602.50920281626
4.0,4.0,2012-09-07,61720.96,True,61720.96,60495.403715813394
4.0,4.0,2012-09-14,59052.36,False,59052.36,59102.9226200171
4.0,4.0,2012-09-21,57105.21,False,57105.21,59899.74462618893
4.0,4.0,2012-09-28,54969.27,False,54969.27,56135.601538447874
4.0,4.0,2012-10-05,62267.45,False,62267.45,63740.35762278587
4.0,4.0,2012-10-12,56556.77,False,56556.77,57987.06852317444
4.0,4.0,2012-10-19,58016.81,False,58016.81,59549.03821486743
4.0,4.0,2012-10-26,57973.13,False,57973.13,56996.64688612605
4.0,5.0,2012-08-17,29590.8,False,29590.8,30696.41264838849
4.0,5.0,2012-08-24,40981.28,False,40981.28,31098.238632810437
4.0,5.0,2012-08-31,38738.2,False,38738.2,34665.48939110008
4.0,5.0,2012-09-07,35199.92,True,35199.92,36284.55763170541
4.0,5.0,2012-09-14,36270.1,False,36270.1,36779.298369405486
4.0,5.0,2012-09-21,40347.24,False,40347.24,40905.21936562804
4.0,5.0,2012-09-28,49255.4,False,49255.4,37314.17220936918
4.0,5.0,2012-10-05,44162.22,False,44162.22,50847.661162663615
4.0,5.0,2012-10-12,39036.4,False,39036.4,46763.776010796646
4.0,5.0,2012-10-19,41777.74,False,41777.74,49915.77881492401
4.0,5.0,2012-10-26,46483.6,False,46483.6,45644.66595829972
4.0,6.0,2012-08-17,7069.97,False,7069.97,4606.717308071373
4.0,6.0,2012-08-24,3623.96,False,3623.96,4886.499145198794
4.0,6.0,2012-08-31,4427.54,False,4427.54,5491.310240988645
4.0,6.0,2012-09-07,5586.5,True,5586.5,5659.818942526892
4.0,6.0,2012-09-14,5055.06,False,5055.06,5336.019950145676
4.0,6.0,2012-09-21,8246.7,False,8246.7,5493.73526207873
4.0,6.0,2012-09-28,5245.97,False,5245.97,5817.016732110821
4.0,6.0,2012-10-05,7030.7,False,7030.7,5610.203145993915
4.0,6.0,2012-10-12,6078.84,False,6078.84,5861.265944593451
4.0,6.0,2012-10-19,7694.9,False,7694.9,7263.177156423781
4.0,6.0,2012-10-26,6946.58,False,6946.58,8103.027033227772
4.0,7.0,2012-08-17,36696.19,False,36696.19,34383.65474703857
4.0,7.0,2012-08-24,39219.35,False,39219.35,37377.27537561408
4.0,7.0,2012-08-31,43287.47,False,43287.47,40661.73077765768
4.0,7.0,2012-09-07,42650.69,True,42650.69,46174.666376451736
4.0,7.0,2012-09-14,41865.99,False,41865.99,42898.63919657995
4.0,7.0,2012-09-21,51044.21,False,51044.21,42300.61291703899
4.0,7.0,2012-09-28,50983.79,False,50983.79,41700.32708655724
4.0,7.0,2012-10-05,50293.51,False,50293.51,49886.05905418984
4.0,7.0,2012-10-12,48524.82,False,48524.82,46715.5710862991
4.0,7.0,2012-10-19,50064.05,False,50064.05,56462.251139989006
4.0,7.0,2012-10-26,47321.62,False,47321.62,60558.340712187644
4.0,8.0,2012-08-17,57167.63,False,57167.63,61863.72744207672
4.0,8.0,2012-08-24,60205.79,False,60205.79,59632.49344875016
4.0,8.0,2012-08-31,60518.71,False,60518.71,62331.895079449896
4.0,8.0,2012-09-07,59222.12,True,59222.12,63191.06516868476
4.0,8.0,2012-09-14,60246.22,False,60246.22,60365.762374312966
4.0,8.0,2012-09-21,60258.64,False,60258.64,61759.45769465661
4.0,8.0,2012-09-28,60371.65,False,60371.65,60228.71318309999
4.0,8.0,2012-10-05,64347.41,False,64347.41,66548.24884028548
4.0,8.0,2012-10-12,60674.94,False,60674.94,61704.58375272511
4.0,8.0,2012-10-19,60359.28,False,60359.28,64272.59294496519
4.0,8.0,2012-10-26,60917.72,False,60917.72,61433.91422231649
4.0,9.0,2012-08-17,35240.11,False,35240.11,32099.9967389853
4.0,9.0,2012-08-24,37627.64,False,37627.64,35330.38955286936
4.0,9.0,2012-08-31,52503.37,False,52503.37,45424.55488630335
4.0,9.0,2012-09-07,49658.75,True,49658.75,47573.55369966351
4.0,9.0,2012-09-14,38934.84,False,38934.84,41209.433100801376
4.0,9.0,2012-09-21,41853.65,False,41853.65,37895.17745710867
4.0,9.0,2012-09-28,39254.74,False,39254.74,35351.64661524849
4.0,9.0,2012-10-05,40168.61,False,40168.61,36866.29411416544
4.0,9.0,2012-10-12,28946.44,False,28946.44,36854.639494821575
4.0,9.0,2012-10-19,30920.08,False,30920.08,37241.54345607658
4.0,9.0,2012-10-26,37348.62,False,37348.62,36465.59560532014
4.0,10.0,2012-08-17,38002.52,False,38002.52,40195.36745870802
4.0,10.0,2012-08-24,41468.82,False,41468.82,39003.1735816961
4.0,10.0,2012-08-31,41353.16,False,41353.16,40356.7813871419
4.0,10.0,2012-09-07,38036.87,True,38036.87,41110.53336212623
4.0,10.0,2012-09-14,37266.43,False,37266.43,40701.6602359418
4.0,10.0,2012-09-21,35937.09,False,35937.09,39868.80627903647
4.0,10.0,2012-09-28,41847.16,False,41847.16,37909.48062927322
4.0,10.0,2012-10-05,36131.88,False,36131.88,42223.92884909736
4.0,10.0,2012-10-12,39727.07,False,39727.07,38585.97746753017
4.0,10.0,2012-10-19,35931.08,False,35931.08,41570.28110186604
4.0,10.0,2012-10-26,37702.39,False,37702.39,36611.71683498381
4.0,11.0,2012-08-17,21834.9,False,21834.9,23611.59575531553
4.0,11.0,2012-08-24,19364.23,False,19364.23,21596.55169850023
4.0,11.0,2012-08-31,22805.58,False,22805.58,20813.38269932768
4.0,11.0,2012-09-07,23762.79,True,23762.79,22868.859113265527
4.0,11.0,2012-09-14,19499.08,False,19499.08,21789.551904986485
4.0,11.0,2012-09-21,18138.74,False,18138.74,20997.3375758533
4.0,11.0,2012-09-28,18313.12,False,18313.12,20532.465443403307
4.0,11.0,2012-10-05,22726.57,False,22726.57,21429.09582390925
4.0,11.0,2012-10-12,31478.39,False,31478.39,20795.715030475807
4.0,11.0,2012-10-19,19031.98,False,19031.98,27964.386697554542
4.0,11.0,2012-10-26,21888.0,False,21888.0,27222.57181699693
4.0,12.0,2012-08-17,6789.74,False,6789.74,7461.402663517541
4.0,12.0,2012-08-24,7923.21,False,7923.21,7790.499616266898
4.0,12.0,2012-08-31,7990.75,False,7990.75,7671.96357522895
4.0,12.0,2012-09-07,8218.06,True,8218.06,9343.148620762662
4.0,12.0,2012-09-14,7623.38,False,7623.38,8701.334669351822
4.0,12.0,2012-09-21,7374.19,False,7374.19,8393.441807910809
4.0,12.0,2012-09-28,6635.78,False,6635.78,8359.640023724005
4.0,12.0,2012-10-05,8406.68,False,8406.68,9060.700592436318
4.0,12.0,2012-10-12,7009.71,False,7009.71,8128.74508269115
4.0,12.0,2012-10-19,6790.82,False,6790.82,7535.025228345021
4.0,12.0,2012-10-26,8596.08,False,8596.08,7596.78601380193
4.0,13.0,2012-08-17,79667.45,False,79667.45,76030.93557603062
4.0,13.0,2012-08-24,76899.88,False,76899.88,75510.42700882698
4.0,13.0,2012-08-31,75987.82,False,75987.82,79009.70779736988
4.0,13.0,2012-09-07,78984.98,True,78984.98,74685.04325807517
4.0,13.0,2012-09-14,73792.16,False,73792.16,74750.44317153282
4.0,13.0,2012-09-21,75430.25,False,75430.25,75269.97436060672
4.0,13.0,2012-09-28,73976.17,False,73976.17,72110.49233944976
4.0,13.0,2012-10-05,83784.6,False,83784.6,81146.03440753072
4.0,13.0,2012-10-12,76524.38,False,76524.38,75430.2301245385
4.0,13.0,2012-10-19,74635.37,False,74635.37,77289.81975225476
4.0,13.0,2012-10-26,72740.81,False,72740.81,73144.16751345317
4.0,14.0,2012-08-17,30533.94,False,30533.94,26512.487528449063
4.0,14.0,2012-08-24,25979.51,False,25979.51,27661.714570889715
4.0,14.0,2012-08-31,26261.76,False,26261.76,26906.320779741007
4.0,14.0,2012-09-07,27836.22,True,27836.22,28612.282175562214
4.0,14.0,2012-09-14,29437.32,False,29437.32,26935.662493190343
4.0,14.0,2012-09-21,29131.28,False,29131.28,29061.19668746432
4.0,14.0,2012-09-28,24903.2,False,24903.2,26839.88204645176
4.0,14.0,2012-10-05,26404.74,False,26404.74,30075.171564092496
4.0,14.0,2012-10-12,26502.72,False,26502.72,26969.41236111837
4.0,14.0,2012-10-19,26723.81,False,26723.81,28494.277215792703
4.0,14.0,2012-10-26,28140.66,False,28140.66,26697.107049139417
4.0,16.0,2012-08-17,15683.09,False,15683.09,17945.628276951433
4.0,16.0,2012-08-24,13293.39,False,13293.39,16574.41784650588
4.0,16.0,2012-08-31,13858.54,False,13858.54,15000.00069678018
4.0,16.0,2012-09-07,16077.47,True,16077.47,16219.324005310107
4.0,16.0,2012-09-14,12966.02,False,12966.02,12655.522041128204
4.0,16.0,2012-09-21,10137.75,False,10137.75,13685.181742040186
4.0,16.0,2012-09-28,7737.58,False,7737.58,12070.000646084602
4.0,16.0,2012-10-05,6330.41,False,6330.41,11347.290669817035
4.0,16.0,2012-10-12,5339.1,False,5339.1,7638.423396430179
4.0,16.0,2012-10-19,5880.13,False,5880.13,6251.293227979053
